id,timestamp,duration
001-easy,144141,2:50
001-hard,144824,1:59
002-easy,145406,2:27
002-hard,145750,1:49
003-easy,150505,1:29
003-hard,150807,1:43
004-easy,151700,1:55
004-hard,151945,1:44
005-easy,152542,1:28
005-hard,152906,2:18
006-easy,153727,1:54
006-hard,154251,1:33
007-easy,154643,1:23
007-hard,154901,1:33
