EDA,PPG1,PPG2,event_code
549,214,0,
544,215,0,
539,215,0,
533,216,0,
526,216,0,
520,216,0,
513,215,0,
507,217,0,
500,216,0,
493,216,0,
484,216,0,
479,216,0,
471,215,0,
464,217,0,
457,215,0,
449,216,0,
442,215,0,
434,215,0,
428,214,0,
420,215,0,
413,214,0,
406,213,0,
400,213,0,
393,214,0,
387,212,0,
380,213,0,
375,210,0,
369,211,0,
366,211,0,
359,210,0,
356,209,0,
351,209,0,
348,209,0,
346,207,0,
342,208,0,
341,206,0,
338,207,0,
338,207,0,
337,205,0,
335,206,0,
335,204,0,
333,206,0,
334,205,0,
335,204,0,
335,205,0,
336,202,0,
336,203,0,
338,203,0,
339,203,0,
340,203,0,
341,202,0,
342,202,0,
343,201,0,
344,203,0,
345,201,0,
344,202,0,
345,201,0,
346,200,0,
345,200,0,
344,200,0,
344,200,0,
344,200,0,
343,200,0,
341,200,0,
340,200,0,
339,200,0,
337,198,0,
334,199,0,
332,200,0,
330,200,0,
328,198,0,
325,198,0,
321,199,0,
319,199,0,
318,198,0,
314,198,0,
312,198,0,
309,198,0,
308,198,0,
305,197,0,
302,198,0,
301,197,0,
299,197,0,
298,196,0,
297,196,0,
293,196,0,
292,197,0,
292,197,0,
291,195,0,
289,195,0,
288,195,0,
288,195,0,
288,193,0,
286,194,0,
286,195,0,
286,195,0,
286,194,0,
285,193,0,
284,194,0,
283,194,0,
283,193,0,
281,192,0,
281,193,0,
280,193,0,
280,194,0,
280,193,0,
279,192,0,
279,192,0,
279,192,0,
278,192,0,
279,192,0,
276,192,0,
277,192,0,
277,191,0,
276,192,0,
276,191,0,
274,192,0,
275,191,0,
275,190,0,
275,191,0,
275,190,0,
273,191,0,
274,191,0,
275,190,0,
274,191,0,
275,190,0,
273,191,0,
275,190,0,
273,191,0,
274,191,0,
274,190,0,
274,191,0,
275,190,0,
275,189,0,
278,190,0,
278,191,0,
281,189,0,
284,190,0,
289,189,0,
295,190,0,
302,190,0,
310,190,0,
320,190,0,
330,191,0,
343,191,0,
359,191,0,
372,192,0,
389,192,0,
407,192,0,
425,192,0,
441,194,0,
458,195,0,
476,196,0,
492,196,0,
506,198,0,
519,199,0,
531,201,0,
543,201,0,
552,202,0,
559,204,0,
564,205,0,
570,206,0,
574,206,0,
575,206,0,
576,209,0,
575,210,0,
574,210,0,
572,211,0,
567,212,0,
564,213,0,
559,212,0,
553,213,0,
546,214,0,
540,215,0,
533,214,0,
526,214,0,
518,215,0,
511,214,0,
503,214,0,
494,215,0,
487,216,0,
480,214,0,
472,214,0,
465,215,0,
458,214,0,
450,212,0,
442,214,0,
435,214,0,
428,212,0,
422,213,0,
414,212,0,
407,213,0,
401,212,0,
393,211,0,
387,210,0,
380,210,0,
376,209,0,
369,209,0,
364,208,0,
358,209,0,
353,206,0,
348,207,0,
345,207,0,
340,207,0,
338,205,0,
333,204,0,
332,205,0,
331,204,0,
328,204,0,
327,202,0,
326,203,0,
327,201,0,
326,203,0,
327,201,0,
326,201,0,
327,200,0,
327,201,0,
329,200,0,
329,200,0,
330,199,0,
331,198,0,
331,199,0,
334,198,0,
332,199,0,
334,198,0,
333,198,0,
333,198,0,
334,198,0,
334,197,0,
333,197,0,
331,197,0,
331,196,0,
330,196,0,
329,196,0,
326,196,0,
325,196,0,
322,196,0,
321,195,0,
320,195,0,
317,194,0,
313,195,0,
313,194,0,
310,195,0,
309,194,0,
305,195,0,
304,193,0,
300,193,0,
299,193,0,
297,194,0,
295,192,0,
292,193,0,
289,192,0,
287,194,0,
287,192,0,
284,193,0,
283,190,0,
280,193,0,
281,192,0,
279,191,0,
278,190,0,
276,191,0,
275,190,0,
274,190,0,
274,190,0,
271,190,0,
272,189,0,
269,190,0,
270,189,0,
271,188,0,
270,189,0,
269,189,0,
269,189,0,
269,188,0,
270,189,0,
270,188,0,
270,188,0,
269,188,0,
270,187,0,
269,188,0,
269,187,0,
269,187,0,
269,187,0,
269,186,0,
268,187,0,
269,186,0,
268,187,0,
269,185,0,
268,187,0,
270,186,0,
269,187,0,
269,186,0,
269,187,0,
270,185,0,
270,186,0,
272,186,0,
271,187,0,
273,185,0,
272,187,0,
274,185,0,
273,186,0,
274,185,0,
273,187,0,
273,185,0,
273,186,0,
274,185,0,
273,186,0,
272,186,0,
273,186,0,
273,185,0,
272,186,0,
273,187,0,
275,185,0,
273,186,0,
273,186,0,
274,186,0,
275,186,0,
274,186,0,
275,186,0,
275,185,0,
274,186,0,
276,186,0,
277,185,0,
277,186,0,
278,185,0,
279,185,0,
278,186,0,
279,186,0,
279,185,0,
277,186,0,
279,187,0,
278,185,0,
277,186,0,
277,187,0,
277,186,0,
277,186,0,
277,187,0,
279,187,0,
282,186,0,
283,186,0,
286,187,0,
291,186,0,
296,186,0,
301,187,0,
309,187,0,
317,186,0,
325,187,0,
336,188,0,
347,187,0,
357,190,0,
370,189,0,
384,189,0,
396,190,0,
409,191,0,
422,191,0,
433,191,0,
445,193,0,
455,194,0,
463,193,0,
470,195,0,
477,197,0,
483,196,0,
488,198,0,
491,199,0,
494,200,0,
495,200,0,
495,202,0,
495,202,0,
494,202,0,
493,204,0,
490,205,0,
487,205,0,
484,205,0,
479,206,0,
474,206,0,
471,206,0,
466,206,0,
461,207,0,
456,207,0,
450,207,0,
444,208,0,
440,208,0,
435,208,0,
430,208,0,
424,208,0,
420,206,0,
416,207,0,
412,208,0,
406,207,0,
402,207,0,
397,207,0,
391,208,0,
388,206,0,
383,207,0,
