EDA,PPG1,PPG2,event_code
208,333,0,
211,334,0,
212,334,0,
215,332,0,
219,333,0,
223,331,0,
230,334,0,
236,334,0,
247,332,0,
260,332,0,
275,331,0,
292,335,0,
311,334,0,
334,332,0,
360,331,0,
386,333,0,
414,334,0,
446,333,0,
477,332,0,
511,332,0,
545,333,0,
579,334,0,
612,334,0,
639,332,0,
642,332,0,
642,332,0,
642,336,0,
642,334,0,
642,331,0,
642,333,0,
642,334,0,
642,335,0,
642,333,0,
642,333,0,
642,332,0,
642,334,0,
642,336,0,
642,334,0,
642,331,0,
642,332,0,
642,335,0,
643,335,0,
642,332,0,
642,333,0,
641,333,0,
643,335,0,
642,335,0,
643,333,0,
642,333,0,
642,333,0,
641,335,0,
642,335,0,
642,332,0,
642,332,0,
642,333,0,
642,336,0,
642,334,0,
619,334,0,
587,333,0,
553,332,0,
518,336,0,
482,335,0,
450,332,0,
417,332,0,
385,334,0,
355,335,0,
325,334,0,
297,333,0,
272,333,0,
249,333,0,
225,336,0,
206,334,0,
189,332,0,
173,332,0,
160,335,0,
149,335,0,
139,332,0,
132,333,0,
127,333,0,
125,334,0,
121,335,0,
121,333,0,
124,332,0,
129,331,0,
132,335,0,
138,335,0,
145,332,0,
154,332,0,
162,333,0,
173,334,0,
182,334,0,
192,333,0,
201,332,0,
215,331,0,
223,335,0,
235,333,0,
245,333,0,
256,331,0,
265,332,0,
274,334,0,
282,334,0,
289,333,0,
297,332,0,
303,333,0,
310,335,0,
314,334,0,
319,332,0,
321,333,0,
325,332,0,
325,335,0,
328,333,0,
328,333,0,
328,332,0,
327,334,0,
325,334,0,
321,334,0,
320,331,0,
314,334,0,
312,334,0,
308,335,0,
303,333,0,
297,333,0,
293,333,0,
287,335,0,
281,334,0,
276,333,0,
270,333,0,
265,333,0,
260,335,0,
254,336,0,
248,333,0,
244,333,0,
239,333,0,
234,335,0,
229,333,0,
224,332,0,
220,333,0,
217,333,0,
213,335,0,
208,335,0,
204,333,0,
203,332,0,
200,332,0,
197,335,0,
195,334,0,
193,333,0,
192,333,0,
191,333,0,
189,334,0,
188,335,0,
187,333,0,
188,332,0,
187,334,0,
188,336,0,
189,334,0,
189,333,0,
190,333,0,
193,333,0,
192,335,0,
192,335,0,
194,332,0,
195,333,0,
196,335,0,
198,335,0,
199,333,0,
200,334,0,
203,332,0,
205,334,0,
204,336,0,
205,332,0,
207,333,0,
209,334,0,
210,335,0,
210,335,0,
211,334,0,
212,333,0,
214,332,0,
215,335,0,
216,336,0,
219,332,0,
223,333,0,
227,333,0,
234,336,0,
241,335,0,
251,333,0,
263,334,0,
279,333,0,
295,336,0,
315,335,0,
335,333,0,
361,333,0,
387,334,0,
417,336,0,
447,334,0,
480,334,0,
512,334,0,
546,334,0,
580,335,0,
613,335,0,
640,333,0,
642,333,0,
641,335,0,
642,336,0,
642,335,0,
642,334,0,
641,334,0,
642,334,0,
642,337,0,
642,334,0,
642,334,0,
642,334,0,
641,336,0,
642,336,0,
641,335,0,
642,334,0,
642,335,0,
642,335,0,
642,336,0,
642,333,0,
642,334,0,
642,334,0,
642,336,0,
642,336,0,
641,334,0,
642,333,0,
642,334,0,
642,336,0,
642,336,0,
642,333,0,
642,335,0,
642,334,0,
642,336,0,
632,336,0,
598,334,0,
565,334,0,
531,333,0,
495,337,0,
462,334,0,
428,334,0,
398,334,0,
366,335,0,
335,336,0,
307,335,0,
281,334,0,
256,334,0,
233,334,0,
211,336,0,
189,335,0,
175,333,0,
161,334,0,
149,335,0,
136,336,0,
129,333,0,
121,334,0,
119,333,0,
116,335,0,
115,336,0,
113,334,0,
119,332,0,
124,333,0,
130,334,0,
133,336,0,
144,332,0,
152,333,0,
163,332,0,
173,335,0,
185,334,0,
194,333,0,
207,332,0,
218,333,0,
231,335,0,
239,336,0,
249,333,0,
260,333,0,
271,332,0,
278,336,0,
286,334,0,
294,333,0,
301,332,0,
306,333,0,
313,334,0,
317,334,0,
320,333,0,
323,333,0,
324,334,0,
327,334,0,
324,336,0,
325,332,0,
323,333,0,
323,333,0,
319,335,0,
315,334,0,
313,331,0,
309,333,0,
306,334,0,
301,335,0,
296,334,0,
292,333,0,
288,332,0,
282,334,0,
277,336,0,
272,332,0,
265,334,0,
262,333,0,
257,333,0,
250,336,0,
247,334,0,
242,332,0,
237,334,0,
234,336,0,
229,335,0,
224,334,0,
220,333,0,
218,332,0,
214,335,0,
210,335,0,
208,332,0,
205,333,0,
204,333,0,
202,334,0,
198,335,0,
199,333,0,
198,332,0,
198,333,0,
197,335,0,
196,334,0,
194,333,0,
197,332,0,
197,333,0,
196,336,0,
196,334,0,
197,332,0,
198,333,0,
199,333,0,
199,335,0,
198,334,0,
200,333,0,
200,333,0,
203,334,0,
203,335,0,
202,334,0,
205,333,0,
206,332,0,
208,335,0,
209,334,0,
209,334,0,
212,333,0,
214,332,0,
216,335,0,
221,334,0,
226,333,0,
235,333,0,
245,333,0,
256,336,0,
270,335,0,
287,334,0,
306,333,0,
330,333,0,
355,335,0,
381,335,0,
410,333,0,
441,332,0,
474,333,0,
507,335,0,
539,336,0,
574,334,0,
609,332,0,
639,334,0,
643,336,0,
641,336,0,
642,333,0,
641,334,0,
642,333,0,
641,336,0,
643,334,0,
642,333,0,
641,334,0,
642,334,0,
641,337,0,
643,334,0,
642,334,0,
641,334,0,
642,334,0,
641,337,0,
643,333,0,
642,334,0,
641,333,0,
642,333,0,
642,336,0,
643,334,0,
641,334,0,
642,334,0,
642,336,0,
642,335,0,
643,335,0,
641,334,0,
642,333,0,
641,336,0,
642,335,0,
642,335,0,
642,333,0,
642,334,0,
641,336,0,
600,336,0,
562,334,0,
529,334,0,
495,333,0,
458,336,0,
424,336,0,
391,332,0,
359,334,0,
329,334,0,
301,335,0,
273,335,0,
248,334,0,
227,333,0,
206,334,0,
189,336,0,
173,334,0,
159,333,0,
149,333,0,
140,333,0,
132,336,0,
129,334,0,
126,333,0,
126,333,0,
128,333,0,
130,335,0,
134,334,0,
139,333,0,
147,333,0,
155,334,0,
162,336,0,
172,334,0,
183,331,0,
194,333,0,
205,334,0,
215,335,0,
226,333,0,
237,333,0,
248,333,0,
259,335,0,
268,334,0,
277,333,0,
284,334,0,
293,332,0,
299,335,0,
305,335,0,
309,333,0,
314,332,0,
318,333,0,
319,335,0,
322,335,0,
323,333,0,
323,333,0,
320,334,0,
321,335,0,
318,335,0,
317,333,0,
313,333,0,
311,332,0,
307,336,0,
303,333,0,
297,333,0,
293,332,0,
288,334,0,
282,336,0,
277,335,0,
270,334,0,
266,332,0,
260,334,0,
255,335,0,
249,334,0,
244,333,0,
239,333,0,
233,335,0,
229,335,0,
224,334,0,
220,331,0,
215,334,0,
213,334,0,
208,336,0,
205,334,0,
204,333,0,
200,333,0,
199,335,0,
197,336,0,
195,334,0,
194,333,0,
195,332,0,
194,336,0,
192,336,0,
192,333,0,
193,333,0,
194,333,0,
192,336,0,
193,334,0,
192,334,0,
195,333,0,
194,334,0,
196,334,0,
194,336,0,
196,333,0,
196,334,0,
199,333,0,
198,336,0,
198,334,0,
200,333,0,
201,333,0,
203,334,0,
204,337,0,
205,335,0,
208,333,0,
214,332,0,
220,335,0,
227,335,0,
236,334,0,
248,334,0,
263,333,0,
278,335,0,
299,336,0,
319,335,0,
343,334,0,
370,333,0,
400,334,0,
431,336,0,
461,335,0,
495,332,0,
528,334,0,
564,335,0,
597,337,0,
629,334,0,
642,334,0,
642,334,0,
642,336,0,
642,336,0,
642,334,0,
641,334,0,
642,333,0,
642,336,0,
643,336,0,
642,335,0,
642,334,0,
642,334,0,
643,336,0,
641,336,0,
642,334,0,
642,335,0,
641,334,0,
641,337,0,
642,335,0,
642,334,0,
642,335,0,
642,334,0,
641,337,0,
642,334,0,
641,335,0,
642,334,0,
641,336,0,
642,336,0,
642,335,0,
642,335,0,
642,334,0,
642,336,0,
642,338,0,
640,335,0,
599,335,0,
564,335,0,
530,336,0,
495,337,0,
459,336,0,
427,335,0,
395,334,0,
363,336,0,
331,337,0,
304,335,0,
277,334,0,
253,335,0,
231,337,0,
211,337,0,
192,334,0,
177,335,0,
165,334,0,
153,336,0,
143,336,0,
138,335,0,
135,333,0,
133,333,0,
131,336,0,
133,336,0,
138,334,0,
143,332,0,
149,334,0,
157,337,0,
165,335,0,
176,334,0,
185,334,0,
197,334,0,
209,335,0,
219,334,0,
229,334,0,
242,334,0,
253,334,0,
263,336,0,
272,335,0,
283,333,0,
293,334,0,
300,335,0,
308,337,0,
314,334,0,
319,333,0,
323,334,0,
329,335,0,
332,335,0,
333,335,0,
336,334,0,
336,334,0,
339,335,0,
337,337,0,
335,334,0,
333,334,0,
333,333,0,
330,335,0,
326,336,0,
321,334,0,
318,334,0,
315,334,0,
308,336,0,
305,335,0,
297,335,0,
295,332,0,
288,334,0,
285,336,0,
278,336,0,
273,333,0,
268,334,0,
263,333,0,
259,336,0,
253,335,0,
248,334,0,
244,334,0,
241,333,0,
237,336,0,
235,335,0,
230,334,0,
229,333,0,
225,334,0,
224,337,0,
223,334,0,
221,334,0,
220,334,0,
220,333,0,
218,337,0,
218,335,0,
218,334,0,
219,332,0,
220,335,0,
219,336,0,
221,334,0,
222,332,0,
223,334,0,
224,336,0,
225,336,0,
227,334,0,
228,334,0,
230,334,0,
233,336,0,
235,336,0,
237,333,0,
240,334,0,
244,334,0,
250,334,0,
254,335,0,
261,334,0,
272,334,0,
285,333,0,
299,336,0,
315,336,0,
336,333,0,
357,334,0,
382,334,0,
410,336,0,
439,334,0,
469,334,0,
502,334,0,
536,333,0,
569,336,0,
603,336,0,
636,334,0,
642,334,0,
642,335,0,
642,337,0,
642,335,0,
641,335,0,
642,334,0,
642,336,0,
642,336,0,
642,335,0,
643,335,0,
642,334,0,
642,335,0,
642,337,0,
642,335,0,
642,335,0,
642,335,0,
642,336,0,
642,337,0,
642,335,0,
641,335,0,
642,334,0,
642,336,0,
642,336,0,
641,335,0,
642,333,0,
641,335,0,
642,335,0,
642,337,0,
642,335,0,
641,335,0,
642,334,0,
642,338,0,
642,336,0,
642,335,0,
642,334,0,
641,336,0,
642,338,0,
622,338,0,
585,336,0,
548,336,0,
511,337,0,
473,339,0,
437,336,0,
402,337,0,
370,336,0,
338,339,0,
308,340,0,
279,339,0,
254,337,0,
232,339,0,
213,339,0,
194,342,0,
180,338,0,
166,339,0,
158,339,0,
149,341,0,
144,341,0,
139,341,0,
139,340,0,
138,340,0,
144,342,0,
145,343,0,
151,340,0,
158,340,0,
167,340,0,
176,343,0,
187,343,0,
196,342,0,
207,342,0,
218,342,0,
230,343,0,
240,344,0,
251,342,0,
263,342,0,
274,341,0,
284,345,0,
293,343,0,
300,343,0,
309,342,0,
317,343,0,
323,346,0,
328,345,0,
331,343,0,
336,344,0,
340,342,0,
342,347,0,
343,345,0,
343,344,0,
341,344,0,
342,345,0,
340,347,0,
337,346,0,
332,345,0,
330,344,0,
326,346,0,
322,347,0,
315,347,0,
310,345,0,
303,346,0,
299,346,0,
292,348,0,
287,347,0,
280,346,0,
275,346,0,
268,348,0,
263,349,0,
256,347,0,
252,345,0,
246,346,0,
241,348,0,
236,350,0,
233,347,0,
228,347,0,
225,345,0,
222,350,0,
219,348,0,
216,348,0,
215,346,0,
212,347,0,
211,350,0,
208,348,0,
206,347,0,
206,347,0,
207,348,0,
205,350,0,
204,350,0,
205,348,0,
205,348,0,
205,348,0,
207,351,0,
206,348,0,
208,348,0,
210,347,0,
213,348,0,
213,351,0,
216,349,0,
220,346,0,
224,347,0,
228,349,0,
235,351,0,
241,348,0,
252,347,0,
264,347,0,
278,348,0,
292,350,0,
312,347,0,
335,345,0,
359,346,0,
386,347,0,
414,348,0,
443,344,0,
475,345,0,
510,344,0,
543,346,0,
575,346,0,
610,342,0,
640,342,0,
642,342,0,
642,344,0,
642,344,0,
642,340,0,
642,340,0,
642,340,0,
642,342,0,
642,342,0,
641,340,0,
642,339,0,
642,338,0,
642,341,0,
642,341,0,
642,339,0,
642,338,0,
642,338,0,
641,340,0,
642,339,0,
642,337,0,
641,337,0,
642,338,0,
642,339,0,
641,338,0,
642,337,0,
642,336,0,
642,338,0,
642,339,0,
642,337,0,
642,335,0,
641,336,0,
643,336,0,
643,338,0,
627,336,0,
593,335,0,
557,335,0,
521,336,0,
484,338,0,
448,336,0,
413,335,0,
380,333,0,
345,337,0,
315,336,0,
285,335,0,
260,333,0,
234,334,0,
211,336,0,
190,336,0,
171,334,0,
158,333,0,
144,334,0,
132,336,0,
120,336,0,
115,332,0,
111,334,0,
110,334,0,
107,336,0,
109,334,0,
111,334,0,
116,333,0,
121,334,0,
127,336,0,
133,335,0,
143,332,0,
151,333,0,
161,333,0,
168,336,0,
179,334,0,
188,333,0,
199,332,0,
210,335,0,
219,336,0,
226,334,0,
236,333,0,
244,332,0,
252,335,0,
259,336,0,
265,334,0,
270,333,0,
276,333,0,
281,334,0,
282,336,0,
286,333,0,
289,333,0,
289,333,0,
291,334,0,
290,335,0,
290,333,0,
289,332,0,
287,333,0,
284,335,0,
281,333,0,
277,333,0,
274,333,0,
270,331,0,
266,335,0,
261,335,0,
256,333,0,
250,333,0,
248,332,0,
243,333,0,
237,335,0,
234,332,0,
229,332,0,
226,332,0,
223,333,0,
219,332,0,
215,332,0,
213,330,0,
211,332,0,
208,334,0,
206,332,0,
204,332,0,
202,332,0,
201,332,0,
200,334,0,
198,332,0,
199,330,0,
198,332,0,
198,332,0,
197,334,0,
196,333,0,
198,331,0,
198,332,0,
199,333,0,
198,334,0,
197,332,0,
198,331,0,
199,332,0,
200,332,0,
199,333,0,
199,332,0,
202,331,0,
204,331,0,
207,333,0,
209,333,0,
214,331,0,
221,331,0,
230,331,0,
239,333,0,
253,331,0,
267,331,0,
286,330,0,
307,331,0,
328,333,0,
354,331,0,
380,331,0,
411,330,0,
441,331,0,
472,333,0,
504,331,0,
535,331,0,
567,330,0,
600,331,0,
628,334,0,
642,331,0,
642,331,0,
641,331,0,
643,331,0,
642,334,0,
642,331,0,
642,331,0,
642,330,0,
642,332,0,
643,333,0,
643,331,0,
642,331,0,
642,330,0,
642,332,0,
643,332,0,
642,332,0,
642,330,0,
642,330,0,
642,332,0,
643,333,0,
642,331,0,
642,330,0,
642,331,0,
642,333,0,
642,332,0,
642,331,0,
642,331,0,
642,330,0,
641,333,0,
643,331,0,
642,331,0,
614,329,0,
583,330,0,
551,331,0,
519,333,0,
488,331,0,
457,330,0,
426,330,0,
398,332,0,
367,331,0,
341,329,0,
316,330,0,
292,330,0,
269,332,0,
250,331,0,
232,330,0,
217,328,0,
203,331,0,
193,331,0,
182,331,0,
177,329,0,
172,329,0,
169,330,0,
169,330,0,
168,330,0,
172,329,0,
175,329,0,
181,330,0,
187,331,0,
195,329,0,
203,329,0,
213,328,0,
222,330,0,
230,331,0,
240,329,0,
251,328,0,
261,329,0,
269,330,0,
277,329,0,
286,328,0,
294,329,0,
301,329,0,
307,329,0,
311,331,0,
315,328,0,
319,329,0,
323,328,0,
325,331,0,
326,329,0,
325,329,0,
327,328,0,
326,328,0,
324,331,0,
321,328,0,
319,329,0,
316,327,0,
311,328,0,
308,331,0,
303,329,0,
297,329,0,
293,328,0,
289,328,0,
283,331,0,
278,328,0,
273,328,0,
268,328,0,
265,328,0,
260,330,0,
255,329,0,
251,328,0,
248,328,0,
244,329,0,
240,330,0,
236,329,0,
234,328,0,
232,328,0,
228,329,0,
226,331,0,
223,327,0,
220,328,0,
220,328,0,
219,329,0,
216,330,0,
215,329,0,
215,326,0,
214,327,0,
214,329,0,
214,328,0,
213,327,0,
212,327,0,
214,327,0,
213,328,0,
212,329,0,
213,327,0,
213,325,0,
215,327,0,
216,328,0,
216,329,0,
222,327,0,
229,326,0,
235,327,0,
245,329,0,
257,328,0,
272,327,0,
291,327,0,
311,326,0,
334,329,0,
360,327,0,
388,326,0,
418,327,0,
453,326,0,
485,329,0,
519,328,0,
556,325,0,
591,326,0,
627,328,0,
643,329,0,
642,327,0,
642,326,0,
642,325,0,
642,327,0,
643,328,0,
642,327,0,
642,326,0,
642,326,0,
642,327,0,
641,329,0,
643,326,0,
642,327,0,
642,326,0,
642,329,0,
643,328,0,
643,327,0,
642,326,0,
642,325,0,
642,329,0,
643,327,0,
641,327,0,
642,325,0,
642,326,0,
641,328,0,
643,328,0,
643,326,0,
642,325,0,
641,327,0,
642,328,0,
642,327,0,
643,326,0,
642,327,0,
642,326,0,
641,329,0,
642,327,0,
642,326,0,
616,326,0,
582,326,0,
545,329,0,
510,328,0,
477,326,0,
444,326,0,
411,327,0,
382,328,0,
353,326,0,
325,326,0,
301,326,0,
279,326,0,
256,328,0,
236,326,0,
222,325,0,
207,324,0,
194,327,0,
186,328,0,
177,326,0,
171,325,0,
170,325,0,
167,326,0,
165,327,0,
167,325,0,
171,325,0,
174,325,0,
178,328,0,
186,326,0,
191,325,0,
199,325,0,
207,324,0,
215,327,0,
221,327,0,
231,324,0,
239,325,0,
246,325,0,
255,327,0,
261,326,0,
269,325,0,
275,324,0,
280,326,0,
286,327,0,
287,326,0,
292,324,0,
295,325,0,
296,326,0,
299,328,0,
300,326,0,
299,324,0,
300,325,0,
298,326,0,
296,327,0,
294,325,0,
290,325,0,
288,324,0,
286,326,0,
281,326,0,
276,326,0,
273,324,0,
269,325,0,
264,325,0,
258,327,0,
254,325,0,
249,325,0,
245,323,0,
240,327,0,
235,325,0,
230,325,0,
227,325,0,
223,324,0,
218,327,0,
215,327,0,
210,324,0,
209,324,0,
205,325,0,
203,326,0,
199,326,0,
198,325,0,
197,324,0,
194,325,0,
193,325,0,
191,326,0,
191,324,0,
189,324,0,
190,325,0,
189,326,0,
188,325,0,
189,323,0,
189,325,0,
189,324,0,
187,327,0,
189,324,0,
188,324,0,
190,324,0,
189,326,0,
191,326,0,
191,325,0,
195,324,0,
200,323,0,
205,326,0,
212,326,0,
219,325,0,
233,324,0,
246,324,0,
262,326,0,
281,327,0,
303,324,0,
329,324,0,
356,324,0,
385,327,0,
417,326,0,
450,325,0,
485,324,0,
521,325,0,
556,326,0,
591,327,0,
626,323,0,
641,325,0,
643,324,0,
642,327,0,
642,326,0,
642,325,0,
642,324,0,
642,325,0,
643,327,0,
641,326,0,
642,324,0,
642,325,0,
643,324,0,
643,328,0,
642,326,0,
642,325,0,
641,325,0,
643,326,0,
643,328,0,
642,325,0,
641,325,0,
642,324,0,
643,326,0,
643,328,0,
641,326,0,
642,325,0,
642,325,0,
642,326,0,
643,328,0,
641,326,0,
642,324,0,
641,325,0,
642,326,0,
643,328,0,
642,326,0,
642,325,0,
642,326,0,
607,327,0,
576,327,0,
542,324,0,
509,325,0,
478,325,0,
447,328,0,
416,327,0,
388,325,0,
359,325,0,
334,324,0,
308,327,0,
286,327,0,
264,324,0,
247,325,0,
230,324,0,
214,327,0,
201,326,0,
190,325,0,
182,324,0,
175,324,0,
169,327,0,
166,325,0,
163,324,0,
162,325,0,
165,324,0,
165,326,0,
168,325,0,
173,324,0,
177,324,0,
183,325,0,
189,326,0,
195,325,0,
202,324,0,
209,323,0,
216,325,0,
220,326,0,
228,324,0,
235,323,0,
240,324,0,
247,325,0,
251,326,0,
254,325,0,
261,324,0,
264,323,0,
267,326,0,
271,325,0,
271,324,0,
272,324,0,
275,323,0,
276,325,0,
274,326,0,
275,324,0,
274,323,0,
273,325,0,
272,324,0,
269,326,0,
266,325,0,
265,324,0,
262,324,0,
259,324,0,
255,325,0,
253,324,0,
251,324,0,
246,325,0,
245,326,0,
240,324,0,
238,324,0,
237,324,0,
233,325,0,
230,326,0,
226,324,0,
221,324,0,
219,324,0,
216,324,0,
211,326,0,
207,325,0,
205,324,0,
203,324,0,
200,325,0,
196,326,0,
193,323,0,
191,324,0,
190,324,0,
190,324,0,
186,326,0,
184,324,0,
185,322,0,
183,323,0,
184,325,0,
183,326,0,
181,324,0,
183,324,0,
182,324,0,
184,326,0,
184,325,0,
185,324,0,
186,324,0,
189,324,0,
190,326,0,
192,325,0,
191,324,0,
193,324,0,
196,324,0,
197,326,0,
198,325,0,
197,324,0,
199,324,0,
198,324,0,
200,325,0,
198,325,0,
201,322,0,
200,324,0,
202,324,0,
204,326,0,
207,324,0,
211,324,0,
215,324,0,
225,324,0,
234,326,0,
248,324,0,
262,324,0,
282,324,0,
304,324,0,
326,327,0,
353,325,0,
382,324,0,
413,324,0,
446,325,0,
479,326,0,
512,325,0,
550,323,0,
585,324,0,
621,325,0,
643,326,0,
643,325,0,
643,324,0,
642,324,0,
642,326,0,
643,325,0,
643,325,0,
642,324,0,
642,324,0,
641,327,0,
643,325,0,
642,324,0,
642,325,0,
643,324,0,
642,326,0,
642,325,0,
642,324,0,
642,324,0,
642,324,0,
642,326,0,
642,325,0,
642,324,0,
641,324,0,
642,325,0,
642,326,0,
642,325,0,
642,324,0,
642,324,0,
642,325,0,
643,327,0,
642,325,0,
641,324,0,
642,322,0,
642,326,0,
643,326,0,
642,326,0,
642,324,0,
630,325,0,
600,324,0,
568,327,0,
536,324,0,
504,324,0,
473,322,0,
443,326,0,
414,326,0,
387,324,0,
360,324,0,
337,323,0,
313,326,0,
294,325,0,
274,325,0,
257,323,0,
243,323,0,
230,325,0,
218,325,0,
209,322,0,
202,324,0,
197,322,0,
194,325,0,
191,324,0,
188,323,0,
189,322,0,
191,324,0,
193,324,0,
196,325,0,
201,322,0,
205,323,0,
211,322,0,
215,325,0,
222,324,0,
227,323,0,
235,322,0,
240,324,0,
245,325,0,
251,324,0,
257,322,0,
261,323,0,
265,324,0,
269,324,0,
272,324,0,
276,323,0,
277,322,0,
279,324,0,
279,325,0,
281,323,0,
281,323,0,
281,322,0,
279,324,0,
277,324,0,
275,323,0,
274,321,0,
271,323,0,
267,324,0,
265,324,0,
261,322,0,
258,322,0,
253,323,0,
250,323,0,
245,324,0,
242,321,0,
238,323,0,
235,322,0,
230,324,0,
225,324,0,
221,322,0,
219,321,0,
215,323,0,
211,324,0,
207,323,0,
203,322,0,
202,322,0,
201,322,0,
197,324,0,
194,323,0,
193,321,0,
193,321,0,
192,323,0,
189,324,0,
189,322,0,
188,322,0,
191,321,0,
190,323,0,
191,323,0,
189,322,0,
193,321,0,
194,322,0,
197,323,0,
196,324,0,
197,322,0,
199,322,0,
202,321,0,
204,323,0,
205,324,0,
205,323,0,
209,321,0,
210,321,0,
213,322,0,
212,323,0,
216,321,0,
218,321,0,
219,321,0,
222,324,0,
221,323,0,
223,321,0,
223,320,0,
224,322,0,
225,324,0,
225,321,0,
224,322,0,
225,321,0,
224,320,0,
223,324,0,
224,323,0,
225,320,0,
225,321,0,
227,323,0,
230,323,0,
233,323,0,
238,322,0,
248,321,0,
258,321,0,
270,324,0,
286,323,0,
306,321,0,
327,321,0,
350,323,0,
378,324,0,
405,321,0,
436,322,0,
468,323,0,
503,323,0,
536,324,0,
571,323,0,
607,321,0,
639,322,0,
642,324,0,
642,324,0,
641,323,0,
641,322,0,
642,320,0,
642,324,0,
641,325,0,
642,321,0,
642,322,0,
641,323,0,
643,324,0,
642,324,0,
642,323,0,
642,321,0,
643,323,0,
643,325,0,
643,324,0,
643,322,0,
642,323,0,
642,321,0,
642,325,0,
643,324,0,
642,323,0,
642,321,0,
641,323,0,
643,325,0,
642,324,0,
643,323,0,
641,323,0,
642,322,0,
642,324,0,
643,323,0,
642,323,0,
642,321,0,
642,323,0,
643,325,0,
642,323,0,
622,322,0,
592,323,0,
561,324,0,
528,325,0,
498,323,0,
467,323,0,
439,322,0,
410,324,0,
383,324,0,
355,323,0,
333,322,0,
309,322,0,
289,323,0,
268,325,0,
253,322,0,
237,322,0,
225,322,0,
213,324,0,
202,324,0,
195,322,0,
189,321,0,
184,322,0,
182,324,0,
179,323,0,
180,322,0,
182,322,0,
184,322,0,
186,324,0,
189,323,0,
195,321,0,
199,321,0,
204,322,0,
210,322,0,
214,323,0,
221,321,0,
227,321,0,
233,323,0,
239,324,0,
243,321,0,
