EDA,PPG1,PPG2,event_code
407,316,0,
411,318,0,
415,318,0,
419,317,0,
421,318,0,
423,319,0,
426,318,0,
427,319,0,
430,319,0,
431,318,0,
430,319,0,
431,320,0,
430,318,0,
431,319,0,
431,320,0,
429,319,0,
429,320,0,
427,320,0,
425,319,0,
423,320,0,
420,320,0,
417,320,0,
415,320,0,
412,320,0,
411,321,0,
408,320,0,
404,321,0,
402,320,0,
399,320,0,
396,320,0,
393,319,0,
389,321,0,
387,320,0,
384,321,0,
381,321,0,
378,321,0,
374,320,0,
372,321,0,
369,320,0,
366,321,0,
364,321,0,
361,321,0,
359,321,0,
355,321,0,
354,321,0,
353,320,0,
349,320,0,
347,321,0,
347,320,0,
345,320,0,
344,320,0,
343,320,0,
341,320,0,
341,319,0,
341,320,0,
340,319,0,
340,320,0,
339,319,0,
339,319,0,
340,319,0,
339,319,0,
340,319,0,
340,318,0,
340,319,0,
340,319,0,
341,319,0,
341,319,0,
340,318,0,
341,318,0,
341,318,0,
341,317,0,
341,318,0,
340,317,0,
340,317,0,
342,317,0,
342,318,0,
342,316,0,
342,317,0,
343,316,0,
342,317,0,
343,317,0,
344,317,0,
344,317,0,
344,316,0,
345,316,0,
346,316,0,
347,317,0,
347,316,0,
347,316,0,
348,317,0,
348,317,0,
349,317,0,
349,317,0,
348,317,0,
347,317,0,
347,317,0,
347,317,0,
345,317,0,
344,318,0,
344,317,0,
344,318,0,
343,318,0,
342,318,0,
341,318,0,
341,318,0,
340,318,0,
338,318,0,
338,317,0,
336,319,0,
336,318,0,
335,318,0,
334,319,0,
334,317,0,
333,318,0,
333,318,0,
331,318,0,
330,318,0,
329,318,0,
329,318,0,
327,318,0,
326,318,0,
325,318,0,
325,318,0,
323,319,0,
322,319,0,
323,319,0,
322,319,0,
321,319,0,
321,319,0,
320,319,0,
320,320,0,
320,319,0,
320,319,0,
320,319,0,
321,319,0,
320,320,0,
321,318,0,
321,318,0,
321,319,0,
321,319,0,
321,319,0,
322,319,0,
323,319,0,
323,319,0,
322,320,0,
323,318,0,
323,319,0,
323,320,0,
322,319,0,
323,320,0,
324,320,0,
324,320,0,
326,320,0,
327,319,0,
328,319,0,
331,319,0,
333,320,0,
336,320,0,
338,320,0,
342,319,0,
347,320,0,
351,319,0,
355,320,0,
359,320,0,
365,319,0,
369,319,0,
375,319,0,
379,320,0,
384,321,0,
388,320,0,
393,320,0,
399,320,0,
403,319,0,
407,320,0,
410,320,0,
414,319,0,
417,320,0,
419,320,0,
423,321,0,
425,321,0,
427,321,0,
428,321,0,
430,321,0,
430,321,0,
430,321,0,
430,320,0,
429,321,0,
427,321,0,
426,320,0,
422,321,0,
420,320,0,
417,322,0,
414,321,0,
410,322,0,
408,321,0,
404,321,0,
403,321,0,
399,321,0,
396,321,0,
394,320,0,
390,321,0,
387,321,0,
385,320,0,
382,321,0,
380,321,0,
378,321,0,
374,321,0,
372,320,0,
368,320,0,
367,321,0,
364,321,0,
363,320,0,
359,322,0,
357,321,0,
356,321,0,
354,320,0,
352,321,0,
350,321,0,
349,321,0,
347,321,0,
346,320,0,
344,321,0,
342,321,0,
341,320,0,
341,320,0,
339,321,0,
339,320,0,
339,321,0,
337,320,0,
338,321,0,
338,319,0,
338,321,0,
337,321,0,
339,320,0,
338,319,0,
339,320,0,
339,321,0,
339,320,0,
340,320,0,
339,320,0,
340,320,0,
339,319,0,
339,320,0,
339,320,0,
339,320,0,
338,320,0,
338,320,0,
338,320,0,
338,320,0,
338,320,0,
339,320,0,
339,319,0,
339,319,0,
339,319,0,
338,320,0,
338,320,0,
338,320,0,
338,320,0,
337,320,0,
339,320,0,
339,320,0,
339,320,0,
338,320,0,
337,320,0,
339,320,0,
340,320,0,
340,320,0,
342,320,0,
342,319,0,
342,320,0,
343,320,0,
343,319,0,
342,320,0,
341,320,0,
341,320,0,
341,320,0,
341,320,0,
340,319,0,
339,320,0,
339,321,0,
338,320,0,
338,321,0,
337,320,0,
335,321,0,
335,320,0,
335,320,0,
335,320,0,
334,321,0,
333,321,0,
333,320,0,
332,321,0,
332,321,0,
333,321,0,
331,320,0,
330,321,0,
329,320,0,
330,321,0,
328,321,0,
328,320,0,
326,320,0,
325,321,0,
326,321,0,
325,321,0,
323,322,0,
322,320,0,
321,320,0,
321,321,0,
321,321,0,
318,321,0,
317,321,0,
318,321,0,
318,321,0,
317,321,0,
316,321,0,
315,321,0,
316,321,0,
317,322,0,
316,321,0,
316,322,0,
317,322,0,
317,322,0,
316,323,0,
318,322,0,
319,323,0,
319,324,0,
320,322,0,
321,323,0,
323,323,0,
325,323,0,
327,324,0,
330,324,0,
334,324,0,
337,324,0,
341,325,0,
344,325,0,
348,324,0,
352,326,0,
356,326,0,
361,326,0,
364,326,0,
368,325,0,
373,326,0,
378,327,0,
382,327,0,
387,327,0,
391,326,0,
396,327,0,
400,327,0,
403,327,0,
407,328,0,
410,327,0,
413,328,0,
416,328,0,
417,328,0,
419,328,0,
420,329,0,
421,328,0,
422,328,0,
423,329,0,
423,328,0,
422,329,0,
419,329,0,
419,329,0,
417,329,0,
415,329,0,
413,328,0,
411,328,0,
409,329,0,
408,329,0,
405,329,0,
401,329,0,
399,329,0,
396,329,0,
394,329,0,
391,328,0,
389,329,0,
385,328,0,
383,328,0,
381,329,0,
378,329,0,
375,328,0,
373,328,0,
369,328,0,
367,328,0,
366,329,0,
363,328,0,
362,328,0,
360,328,0,
358,328,0,
355,328,0,
353,328,0,
351,329,0,
349,328,0,
348,328,0,
346,328,0,
345,328,0,
343,329,0,
343,328,0,
340,328,0,
340,328,0,
339,328,0,
337,328,0,
338,328,0,
337,328,0,
337,328,0,
337,328,0,
337,327,0,
338,327,0,
338,328,0,
337,328,0,
339,327,0,
338,328,0,
340,328,0,
341,326,0,
341,326,0,
341,327,0,
341,327,0,
341,327,0,
343,328,0,
343,326,0,
344,326,0,
344,326,0,
344,326,0,
345,327,0,
344,327,0,
346,327,0,
346,327,0,
346,326,0,
347,326,0,
347,327,0,
346,327,0,
348,327,0,
346,327,0,
347,326,0,
345,326,0,
345,328,0,
345,326,0,
345,326,0,
344,327,0,
344,325,0,
343,326,0,
342,327,0,
343,327,0,
344,327,0,
342,327,0,
341,327,0,
341,326,0,
342,326,0,
343,326,0,
341,327,0,
340,327,0,
341,326,0,
340,327,0,
340,327,0,
340,325,0,
338,326,0,
338,326,0,
339,327,0,
338,327,0,
337,325,0,
335,325,0,
335,326,0,
334,326,0,
334,325,0,
333,326,0,
332,326,0,
331,326,0,
332,326,0,
332,325,0,
330,326,0,
329,326,0,
329,325,0,
329,326,0,
327,326,0,
327,326,0,
327,326,0,
327,325,0,
327,325,0,
326,326,0,
327,326,0,
327,325,0,
327,325,0,
326,326,0,
327,325,0,
328,326,0,
329,326,0,
329,326,0,
331,325,0,
333,325,0,
334,324,0,
336,326,0,
339,325,0,
341,326,0,
345,325,0,
348,325,0,
353,324,0,
356,325,0,
360,324,0,
364,325,0,
369,326,0,
374,326,0,
377,325,0,
383,324,0,
387,326,0,
391,326,0,
396,325,0,
401,325,0,
404,326,0,
409,326,0,
413,325,0,
416,326,0,
420,325,0,
423,326,0,
426,326,0,
430,325,0,
431,326,0,
433,326,0,
435,326,0,
436,326,0,
437,326,0,
437,325,0,
437,326,0,
436,325,0,
436,326,0,
434,327,0,
434,327,0,
431,326,0,
429,325,0,
428,326,0,
426,327,0,
422,327,0,
420,325,0,
417,326,0,
414,327,0,
412,326,0,
409,325,0,
405,326,0,
401,325,0,
398,326,0,
395,326,0,
393,326,0,
389,325,0,
385,326,0,
382,326,0,
379,326,0,
376,325,0,
372,326,0,
371,326,0,
367,326,0,
364,326,0,
363,325,0,
359,325,0,
357,326,0,
355,324,0,
354,326,0,
352,326,0,
350,325,0,
348,326,0,
347,325,0,
346,325,0,
346,326,0,
344,326,0,
344,326,0,
343,325,0,
343,326,0,
343,326,0,
343,326,0,
342,325,0,
343,325,0,
343,325,0,
343,325,0,
344,325,0,
343,325,0,
343,326,0,
345,326,0,
346,326,0,
347,325,0,
347,326,0,
347,326,0,
347,325,0,
349,326,0,
350,326,0,
349,326,0,
350,325,0,
350,326,0,
351,326,0,
352,326,0,
350,326,0,
351,325,0,
351,324,0,
350,325,0,
350,326,0,
350,325,0,
350,325,0,
350,325,0,
351,325,0,
351,325,0,
351,326,0,
350,326,0,
351,325,0,
351,326,0,
350,326,0,
350,326,0,
350,326,0,
350,325,0,
349,325,0,
350,325,0,
348,325,0,
348,326,0,
347,325,0,
347,326,0,
347,326,0,
347,326,0,
346,325,0,
346,325,0,
344,326,0,
345,325,0,
344,326,0,
342,324,0,
342,325,0,
339,326,0,
339,326,0,
339,326,0,
337,325,0,
337,326,0,
335,326,0,
335,325,0,
335,325,0,
334,325,0,
333,326,0,
333,326,0,
333,326,0,
332,326,0,
333,325,0,
331,326,0,
330,326,0,
329,327,0,
329,326,0,
329,327,0,
329,327,0,
329,326,0,
328,326,0,
328,326,0,
329,326,0,
328,326,0,
329,326,0,
330,327,0,
331,327,0,
334,325,0,
336,327,0,
339,327,0,
342,327,0,
345,327,0,
349,326,0,
353,326,0,
356,326,0,
361,327,0,
367,327,0,
372,327,0,
377,326,0,
382,326,0,
387,327,0,
393,326,0,
399,326,0,
403,326,0,
408,327,0,
414,327,0,
419,328,0,
423,326,0,
427,327,0,
430,327,0,
432,327,0,
437,327,0,
439,327,0,
441,327,0,
442,328,0,
444,327,0,
445,326,0,
446,328,0,
447,327,0,
447,327,0,
446,328,0,
446,327,0,
446,327,0,
445,327,0,
443,327,0,
440,327,0,
439,327,0,
437,327,0,
435,328,0,
433,326,0,
429,327,0,
426,326,0,
423,327,0,
419,328,0,
416,328,0,
412,327,0,
409,327,0,
406,326,0,
403,328,0,
399,328,0,
394,328,0,
392,328,0,
387,327,0,
385,327,0,
382,327,0,
379,327,0,
377,327,0,
374,327,0,
372,327,0,
370,327,0,
367,327,0,
364,326,0,
361,326,0,
360,327,0,
358,327,0,
356,327,0,
355,326,0,
353,327,0,
352,327,0,
352,327,0,
352,327,0,
351,327,0,
350,327,0,
350,326,0,
349,327,0,
349,327,0,
349,327,0,
348,327,0,
348,326,0,
348,327,0,
346,326,0,
346,327,0,
348,327,0,
348,326,0,
348,326,0,
349,327,0,
349,326,0,
349,326,0,
349,326,0,
349,326,0,
350,326,0,
351,327,0,
351,325,0,
352,326,0,
351,326,0,
352,326,0,
352,326,0,
352,327,0,
352,327,0,
353,325,0,
353,326,0,
352,327,0,
352,327,0,
353,325,0,
352,326,0,
353,326,0,
352,326,0,
352,326,0,
351,325,0,
350,326,0,
351,326,0,
351,326,0,
350,326,0,
349,325,0,
349,326,0,
348,325,0,
349,326,0,
348,325,0,
346,326,0,
346,326,0,
345,326,0,
344,325,0,
343,326,0,
342,325,0,
341,326,0,
340,325,0,
340,325,0,
340,326,0,
339,326,0,
339,325,0,
339,326,0,
338,326,0,
338,326,0,
337,326,0,
336,326,0,
336,325,0,
337,325,0,
337,325,0,
335,326,0,
336,325,0,
335,324,0,
335,325,0,
335,325,0,
335,326,0,
333,326,0,
332,325,0,
332,325,0,
333,325,0,
331,325,0,
330,325,0,
329,324,0,
329,324,0,
328,325,0,
328,325,0,
327,324,0,
326,325,0,
326,325,0,
326,325,0,
325,325,0,
325,326,0,
325,325,0,
325,324,0,
325,325,0,
327,325,0,
328,324,0,
328,325,0,
330,325,0,
333,324,0,
335,325,0,
337,325,0,
341,324,0,
344,325,0,
349,325,0,
355,325,0,
359,325,0,
363,325,0,
369,324,0,
375,325,0,
379,325,0,
387,325,0,
391,325,0,
397,325,0,
402,325,0,
409,325,0,
414,325,0,
417,325,0,
423,325,0,
427,325,0,
432,325,0,
435,325,0,
438,325,0,
441,325,0,
444,325,0,
447,325,0,
448,326,0,
449,325,0,
449,324,0,
450,326,0,
451,326,0,
451,325,0,
451,326,0,
450,325,0,
448,324,0,
447,325,0,
445,326,0,
444,325,0,
441,325,0,
439,326,0,
437,325,0,
434,325,0,
431,327,0,
429,326,0,
425,325,0,
424,325,0,
421,326,0,
418,326,0,
414,326,0,
412,325,0,
410,325,0,
407,325,0,
404,326,0,
401,325,0,
398,324,0,
394,326,0,
392,325,0,
390,325,0,
386,325,0,
384,326,0,
380,325,0,
378,325,0,
374,325,0,
372,325,0,
370,325,0,
368,325,0,
366,325,0,
363,324,0,
361,325,0,
359,325,0,
355,324,0,
354,325,0,
353,325,0,
352,325,0,
349,325,0,
349,325,0,
348,325,0,
347,325,0,
346,324,0,
346,325,0,
344,325,0,
345,325,0,
344,325,0,
345,325,0,
345,324,0,
345,324,0,
345,324,0,
346,325,0,
346,325,0,
347,325,0,
348,325,0,
349,324,0,
350,324,0,
351,324,0,
351,324,0,
352,324,0,
353,324,0,
354,324,0,
356,325,0,
356,324,0,
357,324,0,
358,325,0,
358,324,0,
358,324,0,
358,325,0,
357,325,0,
356,324,0,
356,325,0,
356,325,0,
353,326,0,
351,326,0,
350,326,0,
350,326,0,
348,326,0,
346,327,0,
345,327,0,
344,327,0,
342,327,0,
341,327,0,
339,327,0,
338,326,0,
336,326,0,
336,326,0,
334,326,0,
333,327,0,
331,327,0,
331,327,0,
329,326,0,
328,326,0,
327,325,0,
327,325,0,
325,326,0,
324,326,0,
323,325,0,
322,327,0,
322,325,0,
320,324,0,
320,325,0,
320,325,0,
320,325,0,
319,325,0,
318,326,0,
318,324,0,
317,325,0,
317,325,0,
317,325,0,
316,324,0,
316,324,0,
318,325,0,
318,325,0,
317,325,0,
317,325,0,
318,325,0,
319,324,0,
320,325,0,
319,325,0,
320,324,0,
321,325,0,
322,325,0,
323,325,0,
322,325,0,
324,325,0,
325,324,0,
324,324,0,
327,325,0,
328,325,0,
328,325,0,
329,325,0,
329,324,0,
331,324,0,
332,325,0,
333,325,0,
334,325,0,
334,325,0,
335,325,0,
337,324,0,
337,325,0,
337,324,0,
340,325,0,
341,325,0,
343,325,0,
344,325,0,
348,324,0,
350,324,0,
354,324,0,
357,324,0,
361,324,0,
364,326,0,
369,325,0,
373,325,0,
378,325,0,
383,325,0,
387,324,0,
391,325,0,
396,324,0,
401,325,0,
405,325,0,
410,324,0,
414,325,0,
47,310,0,
347,308,0,
348,309,0,
347,310,0,
348,310,0,
349,309,0,
350,309,0,
350,309,0,
351,309,0,
351,310,0,
351,310,0,
353,310,0,
354,309,0,
355,308,0,
355,309,0,
356,310,0,
357,309,0,
356,310,0,
357,310,0,
357,310,0,
358,309,0,
356,309,0,
356,309,0,
356,308,0,
356,309,0,
355,309,0,
355,310,0,
355,310,0,
354,310,0,
354,309,0,
354,310,0,
353,310,0,
352,309,0,
352,309,0,
352,310,0,
352,310,0,
351,309,0,
349,310,0,
350,310,0,
350,310,0,
350,309,0,
349,309,0,
348,309,0,
346,310,0,
347,309,0,
348,310,0,
347,308,0,
347,310,0,
348,309,0,
347,310,0,
346,310,0,
346,310,0,
344,309,0,
344,309,0,
344,309,0,
343,309,0,
342,309,0,
341,309,0,
340,309,0,
339,309,0,
338,309,0,
336,309,0,
338,309,0,
337,309,0,
336,309,0,
336,309,0,
335,309,0,
335,309,0,
334,309,0,
334,309,0,
333,308,0,
333,309,0,
332,309,0,
331,309,0,
330,309,0,
331,309,0,
330,309,0,
328,308,0,
329,309,0,
329,308,0,
330,310,0,
330,309,0,
328,309,0,
327,310,0,
329,308,0,
329,308,0,
328,309,0,
329,308,0,
329,308,0,
329,310,0,
329,309,0,
329,309,0,
329,309,0,
329,309,0,
329,309,0,
328,309,0,
330,309,0,
329,309,0,
330,309,0,
332,308,0,
334,309,0,
336,309,0,
338,309,0,
340,308,0,
343,309,0,
346,309,0,
350,309,0,
354,309,0,
357,310,0,
363,310,0,
367,309,0,
372,309,0,
376,309,0,
383,308,0,
386,308,0,
392,310,0,
397,309,0,
402,309,0,
406,308,0,
410,310,0,
416,309,0,
420,308,0,
423,309,0,
427,309,0,
430,308,0,
432,310,0,
435,309,0,
438,309,0,
439,310,0,
439,310,0,
440,308,0,
440,309,0,
440,310,0,
439,309,0,
438,310,0,
436,310,0,
435,310,0,
435,309,0,
432,309,0,
428,309,0,
426,309,0,
423,309,0,
421,310,0,
417,309,0,
414,309,0,
411,309,0,
408,308,0,
404,310,0,
402,309,0,
398,309,0,
394,310,0,
392,310,0,
390,310,0,
387,309,0,
383,309,0,
381,308,0,
377,309,0,
374,309,0,
371,309,0,
367,309,0,
363,309,0,
361,308,0,
359,309,0,
355,309,0,
353,309,0,
349,309,0,
348,308,0,
347,309,0,
347,309,0,
344,309,0,
343,308,0,
341,308,0,
342,309,0,
341,308,0,
339,309,0,
339,309,0,
339,308,0,
339,308,0,
340,309,0,
339,308,0,
339,309,0,
340,309,0,
341,308,0,
342,308,0,
343,308,0,
344,308,0,
344,308,0,
345,309,0,
347,308,0,
347,308,0,
348,308,0,
348,308,0,
351,307,0,
352,308,0,
353,309,0,
352,308,0,
353,308,0,
353,308,0,
355,307,0,
355,308,0,
355,307,0,
355,307,0,
356,308,0,
356,308,0,
356,308,0,
356,309,0,
356,308,0,
357,308,0,
356,308,0,
355,308,0,
355,308,0,
353,308,0,
354,308,0,
353,308,0,
352,309,0,
351,308,0,
351,308,0,
352,309,0,
351,308,0,
350,307,0,
349,308,0,
349,308,0,
348,308,0,
346,309,0,
345,308,0,
345,308,0,
344,307,0,
343,308,0,
343,308,0,
342,308,0,
340,308,0,
340,307,0,
339,308,0,
337,308,0,
336,309,0,
336,308,0,
336,308,0,
335,308,0,
335,307,0,
333,307,0,
333,306,0,
333,308,0,
331,307,0,
330,308,0,
329,307,0,
329,306,0,
329,307,0,
327,308,0,
328,307,0,
327,307,0,
327,308,0,
326,308,0,
325,308,0,
324,308,0,
325,308,0,
325,307,0,
323,307,0,
323,308,0,
323,307,0,
321,307,0,
321,308,0,
321,307,0,
321,308,0,
321,308,0,
321,308,0,
321,308,0,
322,308,0,
321,307,0,
320,308,0,
321,308,0,
321,307,0,
323,308,0,
324,308,0,
324,308,0,
326,308,0,
327,308,0,
328,307,0,
331,309,0,
333,307,0,
334,308,0,
337,308,0,
341,307,0,
344,308,0,
349,309,0,
351,308,0,
356,308,0,
360,308,0,
365,308,0,
371,309,0,
376,307,0,
381,309,0,
387,308,0,
393,307,0,
398,309,0,
402,309,0,
408,309,0,
412,308,0,
418,308,0,
422,309,0,
426,309,0,
430,309,0,
431,308,0,
434,309,0,
437,309,0,
440,309,0,
441,309,0,
442,309,0,
443,309,0,
443,309,0,
442,309,0,
442,309,0,
441,309,0,
440,309,0,
438,310,0,
437,308,0,
435,309,0,
433,309,0,
